"JVM","Java version","VM","OS","Architecture","Distribution","Packaging","JavaFX","JCK","Free","License","Maintained","Supported","Link"
"Oracle OpenJDK","Java 14 (EA)","HotSpot","Alpine","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://jdk.java.net/14/"
"Oracle OpenJDK","Java 14 (EA)","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://jdk.java.net/14/"
"Oracle OpenJDK","Java 14 (EA)","HotSpot","macOS","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://jdk.java.net/14/"
"Oracle OpenJDK","Java 14 (EA)","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://jdk.java.net/14/"
"Oracle OpenJDK","Java 15 (EA)","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://jdk.java.net/15/"
"Oracle OpenJDK","Java 15 (EA)","HotSpot","macOS","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://jdk.java.net/15/"
"Oracle OpenJDK","Java 15 (EA)","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://jdk.java.net/15/"
"Pivotal Spring Runtime","Java 7","HotSpot","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://network.pivotal.io/products/pivotal-openjdk"
"Pivotal Spring Runtime","Java 8","HotSpot","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","n/a","Yes","https://network.pivotal.io/products/pivotal-openjdk"
"Pivotal Spring Runtime","Java 8","HotSpot","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","n/a","Yes","https://network.pivotal.io/products/pivotal-openjdk"
"Pivotal Spring Runtime","Java 9","HotSpot","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://network.pivotal.io/products/pivotal-openjdk"
"Pivotal Spring Runtime","Java 9","HotSpot","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://network.pivotal.io/products/pivotal-openjdk"
"Pivotal Spring Runtime","Java 10","HotSpot","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://network.pivotal.io/products/pivotal-openjdk"
"Pivotal Spring Runtime","Java 10","HotSpot","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://network.pivotal.io/products/pivotal-openjdk"
"Pivotal Spring Runtime","Java 11","HotSpot","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","n/a","Yes","https://network.pivotal.io/products/pivotal-openjdk"
"Pivotal Spring Runtime","Java 11","HotSpot","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","n/a","Yes","https://network.pivotal.io/products/pivotal-openjdk"
"Pivotal Spring Runtime","Java 12","HotSpot","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","No","No","https://network.pivotal.io/products/pivotal-openjdk"
"Pivotal Spring Runtime","Java 12","HotSpot","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","No","No","https://network.pivotal.io/products/pivotal-openjdk"
"Pivotal Spring Runtime","Java 13","HotSpot","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2020-03","No","https://network.pivotal.io/products/pivotal-openjdk"
"Pivotal Spring Runtime","Java 13","HotSpot","Linux","x86-64","JRE","Archive","No","No","Yes","GPLv2+CPE","2020-03","No","https://network.pivotal.io/products/pivotal-openjdk"
"Red Hat OpenJDK","Java 7","HotSpot","Linux","AARCH-64","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2020-06","Yes",""
"Red Hat OpenJDK","Java 7","HotSpot","Linux","i686","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2020-06","Yes",""
"Red Hat OpenJDK","Java 7","HotSpot","Linux","PPC-64","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2020-06","Yes",""
"Red Hat OpenJDK","Java 7","HotSpot","Linux","PPC-64 LE","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2020-06","Yes",""
"Red Hat OpenJDK","Java 7","HotSpot","Linux","x86-64","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2020-06","Yes",""
"Red Hat OpenJDK","Java 8","HotSpot","Linux","AARCH-64","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2023-06","Yes",""
"Red Hat OpenJDK","Java 8","HotSpot","Linux","i686","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2023-06","Yes",""
"Red Hat OpenJDK","Java 8","HotSpot","Linux","PPC-64","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2023-06","Yes",""
"Red Hat OpenJDK","Java 8","HotSpot","Linux","PPC-64 LE","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2023-06","Yes",""
"Red Hat OpenJDK","Java 8","HotSpot","Linux","x86-64","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2023-06","Yes",""
"Red Hat OpenJDK","Java 8","HotSpot","Windows","x86-32","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2023-06","Yes","https://developers.redhat.com/products/openjdk/download"
"Red Hat OpenJDK","Java 8","HotSpot","Windows","x86-32","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2023-06","Yes","https://developers.redhat.com/products/openjdk/download"
"Red Hat OpenJDK","Java 8","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2023-06","Yes","https://developers.redhat.com/products/openjdk/download"
"Red Hat OpenJDK","Java 8","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","2023-06","Yes","https://developers.redhat.com/products/openjdk/download"
"Red Hat OpenJDK","Java 8","HotSpot","Windows","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2023-06","Yes","https://developers.redhat.com/products/openjdk/download"
"Red Hat OpenJDK","Java 10","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://developers.redhat.com/products/openjdk/download"
"Red Hat OpenJDK","Java 10","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","No","No","https://developers.redhat.com/products/openjdk/download"
"Red Hat OpenJDK","Java 11","HotSpot","Linux","AARCH-64","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2024-10","Yes",""
"Red Hat OpenJDK","Java 11","HotSpot","Linux","i686","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2024-10","Yes",""
"Red Hat OpenJDK","Java 11","HotSpot","Linux","PPC-64","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2024-10","Yes",""
"Red Hat OpenJDK","Java 11","HotSpot","Linux","PPC-64 LE","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2024-10","Yes",""
"Red Hat OpenJDK","Java 11","HotSpot","Linux","x86-64","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2024-10","Yes",""
"Red Hat OpenJDK","Java 11","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2024-10","Yes","https://developers.redhat.com/products/openjdk/download"
"Red Hat OpenJDK","Java 11","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","2024-10","Yes","https://developers.redhat.com/products/openjdk/download"
"Red Hat OpenJDK","Java 12","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://developers.redhat.com/products/openjdk/download"
"Red Hat OpenJDK","Java 12","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","No","No","https://developers.redhat.com/products/openjdk/download"
"Red Hat OpenJDK","Java 13","HotSpot","Linux","AARCH-64","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2020-03","No",""
"Red Hat OpenJDK","Java 13","HotSpot","Linux","i686","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2020-03","No",""
"Red Hat OpenJDK","Java 13","HotSpot","Linux","PPC-64","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2020-03","No",""
"Red Hat OpenJDK","Java 13","HotSpot","Linux","PPC-64 LE","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2020-03","No",""
"Red Hat OpenJDK","Java 13","HotSpot","Linux","x86-64","JDK","RPM","No","Yes","Yes","GPLv2+CPE","2020-03","No",""
"Red Hat OpenJDK","Java 13","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2020-03","No","https://developers.redhat.com/products/openjdk/download"
"Red Hat OpenJDK","Java 13","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","2020-03","No","https://developers.redhat.com/products/openjdk/download"
"SAPMachine","Java 11","HotSpot","Linux","PPC-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2024-10","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 11","HotSpot","Linux","PPC-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2024-10","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 11","HotSpot","Linux","PPC-64 LE","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2024-10","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 11","HotSpot","Linux","PPC-64 LE","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2024-10","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 11","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2024-10","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 11","HotSpot","Linux","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2024-10","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 11","HotSpot","macOS","x86-64","JDK","DMG","No","Yes","Yes","GPLv2+CPE","2024-10","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 11","HotSpot","macOS","x86-64","JRE","DMG","No","Yes","Yes","GPLv2+CPE","2024-10","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 11","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2024-10","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 11","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","2024-10","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 11","HotSpot","Windows","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2024-10","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 11","HotSpot","Windows","x86-64","JRE","Installer","No","Yes","Yes","GPLv2+CPE","2024-10","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 13","HotSpot","Linux","PPC-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2020-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 13","HotSpot","Linux","PPC-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2020-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 13","HotSpot","Linux","PPC-64 LE","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2020-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 13","HotSpot","Linux","PPC-64 LE","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2020-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 13","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2020-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 13","HotSpot","Linux","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2020-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 13","HotSpot","macOS","x86-64","JDK","DMG","No","Yes","Yes","GPLv2+CPE","2020-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 13","HotSpot","macOS","x86-64","JRE","DMG","No","Yes","Yes","GPLv2+CPE","2020-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 13","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2020-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 13","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","2020-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 13","HotSpot","Windows","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2020-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 13","HotSpot","Windows","x86-64","JRE","Installer","No","Yes","Yes","GPLv2+CPE","2020-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 14 (EA)","HotSpot","Linux","PPC-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 14 (EA)","HotSpot","Linux","PPC-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 14 (EA)","HotSpot","Linux","PPC-64 LE","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 14 (EA)","HotSpot","Linux","PPC-64 LE","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 14 (EA)","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 14 (EA)","HotSpot","Linux","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 14 (EA)","HotSpot","macOS","x86-64","JDK","DMG","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 14 (EA)","HotSpot","macOS","x86-64","JRE","DMG","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 14 (EA)","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 14 (EA)","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 14 (EA)","HotSpot","Windows","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 14 (EA)","HotSpot","Windows","x86-64","JRE","Installer","No","Yes","Yes","GPLv2+CPE","2020-09","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 15 (EA)","HotSpot","Linux","PPC-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 15 (EA)","HotSpot","Linux","PPC-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 15 (EA)","HotSpot","Linux","PPC-64 LE","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 15 (EA)","HotSpot","Linux","PPC-64 LE","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 15 (EA)","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 15 (EA)","HotSpot","Linux","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 15 (EA)","HotSpot","macOS","x86-64","JDK","DMG","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 15 (EA)","HotSpot","macOS","x86-64","JRE","DMG","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 15 (EA)","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 15 (EA)","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 15 (EA)","HotSpot","Windows","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://sap.github.io/SapMachine/"
"SAPMachine","Java 15 (EA)","HotSpot","Windows","x86-64","JRE","Installer","No","Yes","Yes","GPLv2+CPE","2021-03","No","https://sap.github.io/SapMachine/"
"Zing","Java 8","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Trial only","GPLv2+CPE"," closed extensions","2025-03","Yes","https://www.azul.com/zing-trial-download/"
"Zing","Java 8","HotSpot","Linux","x86-64","JDK","Debian","No","Yes","Trial only","GPLv2+CPE"," closed extensions","2025-03","Yes","https://www.azul.com/zing-trial-download/"
"Zing","Java 8","HotSpot","Linux","x86-64","JDK","RPM","No","Yes","Trial only","GPLv2+CPE"," closed extensions","2025-03","Yes","https://www.azul.com/zing-trial-download/"
"Zing","Java 11","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Trial only","GPLv2+CPE"," closed extensions","2026-09","Yes","https://www.azul.com/zing-trial-download/"
"Zing","Java 11","HotSpot","Linux","x86-64","JDK","Debian","No","Yes","Trial only","GPLv2+CPE"," closed extensions","2026-09","Yes","https://www.azul.com/zing-trial-download/"
"Zing","Java 11","HotSpot","Linux","x86-64","JDK","RPM","No","Yes","Trial only","GPLv2+CPE"," closed extensions","2026-09","Yes","https://www.azul.com/zing-trial-download/"
"Zulu","Java 6","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2021-12 (customers only)","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 6","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2021-12 (customers only)","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 6","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","2021-12 (customers only)","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 7","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2023-07","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 7","HotSpot","macOS","x86-32","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2023-07","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 7","HotSpot","macOS","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2023-07","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 7","HotSpot","macOS","x86-64","JDK","DMG","No","Yes","Yes","GPLv2+CPE","2023-07","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 7","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2023-07","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 7","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","2023-07","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Alpine","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Alpine","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","ARM-32 HF","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","ARM-32 SF","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","ARM-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","PPC-32 HD","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","PPC-32 HD","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","PPC-32 SPE","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","PPC-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","x86-32","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","x86-32","JDK","Archive","Yes","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","x86-32","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","x86-32","JRE","Archive","Yes","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","x86-64","JDK","Archive","Yes","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Linux","x86-64","JRE","Archive","Yes","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","macOS","x86-32","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","macOS","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","macOS","x86-64","JDK","Archive","Yes","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","macOS","x86-64","JDK","DMG","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","macOS","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","macOS","x86-64","JRE","Archive","Yes","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Solaris","SPARC-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Solaris","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Windows","x86-32","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Windows","x86-32","JDK","Archive","Yes","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Windows","x86-32","JDK","Installer","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Windows","x86-32","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Windows","x86-32","JRE","Archive","Yes","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Windows","x86-32","JRE","Installer","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Windows","x86-64","JDK","Archive","Yes","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Windows","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Windows","x86-64","JRE","Archive","Yes","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 8","HotSpot","Windows","x86-64","JRE","Installer","No","Yes","Yes","GPLv2+CPE","2026-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 9","HotSpot","Linux","x86-32","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 9","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 9","HotSpot","macOS","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 9","HotSpot","macOS","x86-64","JDK","DMG","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 9","HotSpot","Windows","x86-32","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 9","HotSpot","Windows","x86-32","JDK","Installer","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 9","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 9","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 10","HotSpot","Linux","x86-32","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 10","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 10","HotSpot","macOS","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 10","HotSpot","macOS","x86-64","JDK","DMG","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 10","HotSpot","Windows","x86-32","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
