"JVM","Java version","VM","OS","Architecture","Distribution","Packaging","JavaFX","JCK","Free","License","Maintained","Supported","Link"
"Zulu","Java 10","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 10","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Alpine","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Alpine","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Linux","ARM-32 HF","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Linux","ARM-32 SF","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Linux","ARM-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Linux","x86-64","JDK","Archive","Yes","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Linux","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Linux","x86-64","JRE","Archive","Yes","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","macOS","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","macOS","x86-64","JDK","Archive","Yes","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","macOS","x86-64","JDK","DMG","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","macOS","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","macOS","x86-64","JRE","Archive","Yes","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Windows","x86-32","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Windows","x86-32","JDK","Archive","Yes","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Windows","x86-32","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Windows","x86-32","JRE","Archive","Yes","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Windows","x86-64","JDK","Archive","Yes","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Windows","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 11","HotSpot","Windows","x86-64","JRE","Archive","Yes","Yes","Yes","GPLv2+CPE","2027-09","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 12","HotSpot","Alpine","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 12","HotSpot","Linux","x86-32","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 12","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 12","HotSpot","macOS","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 12","HotSpot","macOS","x86-64","JDK","DMG","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 12","HotSpot","Windows","x86-32","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 12","HotSpot","Windows","x86-32","JDK","Installer","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 12","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 12","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 12","HotSpot","Windows","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","No","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","Alpine","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","Alpine","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","Linux","x86-32","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","Linux","x86-32","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","Linux","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","Linux","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","macOS","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","macOS","x86-64","JDK","DMG","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","macOS","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","Windows","x86-32","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","Windows","x86-32","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","Windows","x86-64","JDK","Archive","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","Windows","x86-64","JDK","Installer","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","Windows","x86-64","JRE","Archive","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 13","HotSpot","Windows","x86-64","JRE","Installer","No","Yes","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 14 (EA)","HotSpot","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2020-09","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 14 (EA)","HotSpot","macOS","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2020-09","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 14 (EA)","HotSpot","Windows","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2020-09","No","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 15 (EA)","HotSpot","Linux","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 15 (EA)","HotSpot","macOS","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
"Zulu","Java 15 (EA)","HotSpot","Windows","x86-64","JDK","Archive","No","No","Yes","GPLv2+CPE","2023-03","Yes","https://www.azul.com/downloads/zulu-community/"
